md;incl;azi
2041.1429;12.3663;280.7046
2041.6429;12.4047;280.4598
2042.1429;12.3558;280.5139
2042.6429;12.3559;280.4861
2043.1429;12.3471;280.3803
2043.6429;12.4001;280.172
2044.1429;12.434;280.1146
2044.6429;12.4341;280.2004
2045.1429;12.4401;280.2453
2045.6429;12.4509;279.9845
2046.1429;12.457;280.155
2046.6429;12.4634;280.0036
2047.1429;12.5149;280.1782
2047.6429;12.5061;280.1943
2048.1429;12.4975;279.9303
2048.6429;12.5166;279.9304
2049.1429;12.5132;279.7326
2049.6429;12.533;279.7794
2050.1429;12.5374;279.647
2050.6429;12.543;279.7457
2051.1429;12.533;279.7646
2051.6429;12.5279;279.808
2052.1429;12.5653;279.7661
2052.6429;12.5697;279.8843
2053.1429;12.5291;279.8382
2053.6429;12.5417;279.9107
2054.1429;12.4921;280.0406
2054.6429;12.5102;280.0984
2055.1429;12.5064;279.9887
2055.6429;12.4999;279.9717
2056.1429;12.4995;280.0528
2056.6429;12.4962;280.1245
2057.1429;12.4883;280.0468
2057.6429;12.4594;279.7793
2058.1429;12.4848;279.9364
2058.6429;12.5039;279.9247
2059.1429;12.4934;279.8063
2059.6429;12.4855;279.7537
2060.1429;12.4861;279.7528
2060.6429;12.4838;279.4866
2061.1429;12.4904;279.6914
2061.6429;12.5027;279.6618
2062.1429;12.4679;279.4335
2062.6429;12.5236;279.5
2063.1429;12.5015;279.4705
2063.6429;12.526;279.3774
2064.1429;12.5185;279.4364
2064.6429;12.5068;279.3967
2065.1429;12.4937;279.4609
2065.6429;12.4784;279.3928
2066.1429;12.4981;279.2542
2066.6429;12.4863;279.1837
2067.1429;12.4858;279.0115
2067.6429;12.4873;279.0581
2068.1429;12.4948;279.2053
2068.6429;12.5027;279.0007
2069.1429;12.5047;279.095
2069.6429;12.5129;278.9561
2070.1429;12.4784;279.0002
2070.6429;12.4934;279.115
2071.1429;12.4593;278.9637
2071.6429;12.4776;279.1033
2072.1429;12.4442;279.0787
2072.6429;12.4372;279.0578
2073.1429;12.4234;279.1496
2073.6429;12.409;279.0615
2074.1429;12.4527;279.1543
2074.6429;12.4349;279.0324
2075.1429;12.4273;279.1298
2075.6429;12.42;279.1066
2076.1429;12.4577;279.1125
2076.6429;12.4591;278.9991
2077.1429;12.4601;279.0325
2077.6429;12.4619;278.9818
2078.1429;12.4689;279.0573
2078.6429;12.5119;278.8357
2079.1429;12.541;278.9224
2079.6429;12.5261;278.9128
2080.1429;12.481;278.7516
2080.6429;12.5127;278.8977
2081.1429;12.4878;278.8526
2081.6429;12.5179;278.7925
2082.1429;12.5353;278.7271
2082.6429;12.5264;278.6415
2083.1429;12.5334;278.6324
2083.6429;12.5268;278.4398
2084.1429;12.5249;278.5984
2084.6429;12.5302;278.545
2085.1429;12.5387;278.546
2085.6429;12.5329;278.2577
2086.1429;12.5476;278.3317
2086.6429;12.5632;278.3989
2087.1429;12.5294;278.2835
2087.6429;12.5373;278.2136
2088.1429;12.494;278.0995
2088.6429;12.5532;278.3428
2089.1429;12.5119;278.2758
2089.6429;12.5184;278.3147
2090.1429;12.5208;278.26
2090.6429;12.491;278.3486
2091.1429;12.4893;278.2813
2091.6429;12.4929;278.3127
2092.1429;12.494;278.4145
2092.6429;12.4994;278.5171
2093.1429;12.5022;278.5236
2093.6429;12.4942;278.6755
2094.1429;12.4923;278.5479
2094.6429;12.4867;278.4579
2095.1429;12.4807;278.579
2095.6429;12.4895;278.7914
2096.1429;12.493;278.7384
2096.6429;12.4884;278.8102
2097.1429;12.4419;278.8106
2097.6429;12.4733;278.8
2098.1429;12.4487;278.8108
2098.6429;12.4451;278.856
2099.1429;12.477;278.7723
2099.6429;12.4585;278.6727
2100.1429;12.4905;278.6895
2100.6429;12.4937;278.7576
2101.1429;12.4883;278.7052
2101.6429;12.4845;278.6358
2102.1429;12.482;278.6011
2102.6429;12.4842;278.564
2103.1429;12.481;278.3536
2103.6429;12.5286;278.4328
2104.1429;12.4785;278.4963
2104.6429;12.5301;278.4656
2105.1429;12.5305;278.3242
2105.6429;12.5097;278.3492
2106.1429;12.4715;278.3125
2106.6429;12.5086;278.352
2107.1429;12.514;278.5836
2107.6429;12.4678;278.4926
2108.1429;12.4751;278.5937
2108.6429;12.4817;278.477
2109.1429;12.4933;278.3858
2109.6429;12.501;278.5152
2110.1429;12.4831;278.4804
2110.6429;12.5313;278.4006
2111.1429;12.5351;278.2453
2111.6429;12.5339;278.4399
2112.1429;12.5304;278.5792
2112.6429;12.4883;278.6169
2113.1429;12.5005;278.6899
2113.6429;12.4695;278.6926
2114.1429;12.5116;278.4709
2114.6429;12.4742;278.6236
2115.1429;12.4816;278.8405
2115.6429;12.4816;278.8144
2116.1429;12.4886;278.8779
2116.6429;12.483;278.8391
2117.1429;12.4873;278.8722
2117.6429;12.4994;278.9469
2118.1429;12.4504;278.9667
2118.6429;12.4814;278.9563
2119.1429;12.4439;279.0746
2119.6429;12.4599;279.0072
2120.1429;12.4928;279.0329
2120.6429;12.4564;278.8344
2121.1429;12.4658;278.8005
2121.6429;12.4356;278.895
2122.1429;12.4309;278.97
2122.6429;12.381;278.8566
2123.1429;12.3808;278.7584
2123.6429;12.3721;278.659
2124.1429;12.3869;278.8018
2124.6429;12.4421;278.6507
2125.1429;12.4682;278.4998
2125.6429;12.4477;278.3844
2126.1429;12.4705;278.5108
2126.6429;12.4537;278.3123
2127.1429;12.3941;278.5612
2127.6429;12.3559;278.5956
2128.1429;12.3553;278.3348
2128.6429;12.3788;278.3749
2129.1429;12.4315;278.188
2129.6429;12.4547;278.2184
2130.1429;12.4937;278.0698
2130.6429;12.4478;278.1113
2131.1429;12.4265;278.0066
2131.6429;12.379;277.9146
2132.1429;12.3798;277.9763
2132.6429;12.4186;278.0865
2133.1429;12.3926;277.8184
2133.6429;12.4376;277.7792
2134.1429;12.4661;277.6651
2134.6429;12.4575;277.7387
2135.1429;12.4243;277.6952
2135.6429;12.4342;277.4908
2136.1429;12.3924;277.4458
2136.6429;12.35;277.4224
2137.1429;12.3647;277.4933
2137.6429;12.4104;277.4218
2138.1429;12.361;277.1098
2138.6429;12.3852;277.1909
2139.1429;12.3869;277.2394
2139.6429;12.3489;277.1171
2140.1429;12.3561;277.2559
2140.6429;12.4017;277.1554
2141.1429;12.3938;276.9414
2141.6429;12.3771;277.107
2142.1429;12.3615;277.1089
2142.6429;12.3676;277.0607
2143.1429;12.3747;277.1864
2143.6429;12.3779;277.2167
2144.1429;12.3706;277.1397
2144.6429;12.378;277.1309
2145.1429;12.3336;277.1453
2145.6429;12.34;277.1831
2146.1429;12.345;277.1289
2146.6429;12.3066;277.0925
2147.1429;12.3232;277.26
2147.6429;12.3321;277.32
2148.1429;12.3011;277.389
2148.6429;12.3181;277.2159
2149.1429;12.2932;277.2247
2149.6429;12.2835;277.2019
2150.1429;12.3028;277.1923
2150.6429;12.302;277.1718
2151.1429;12.2935;277.2411
2151.6429;12.3087;277.2837
2152.1429;12.3266;277.4333
2152.6429;12.285;277.2417
2153.1429;12.3257;277.3551
2153.6429;12.3133;277.3909
2154.1429;12.3125;277.1282
2154.6429;12.2918;277.3475
2155.1429;12.3129;277.3834
2155.6429;12.2805;277.6246
2156.1429;12.3274;277.6932
2156.6429;12.3185;277.8264
2157.1429;12.2932;277.9046
2157.6429;12.3199;277.9809
2158.1429;12.2698;277.8781
2158.6429;12.2682;277.9606
2159.1429;12.3053;277.9919
2159.6429;12.2857;277.7914
2160.1429;12.2858;277.8601
2160.6429;12.2758;277.8117
2161.1429;12.2981;277.906
2161.6429;12.2632;277.7442
2162.1429;12.2981;277.2982
2162.6429;12.2297;277.5788
2163.1429;12.1871;277.4497
2163.6429;12.2544;277.489
2164.1429;12.222;277.3228
2164.6429;12.2615;277.1943
2165.1429;12.2499;277.202
2165.6429;12.2101;277.1649
2166.1429;12.2214;277.1777
2166.6429;12.1811;277.0322
2167.1429;12.1786;277.0266
2167.6429;12.216;277.0942
2168.1429;12.1993;277.0851
2168.6429;12.1713;276.8746
2169.1429;12.1892;276.7872
2169.6429;12.2203;276.8761
2170.1429;12.2203;276.9573
2170.6429;12.1934;276.6894
2171.1429;12.2046;276.588
2171.6429;12.2085;276.5109
2172.1429;12.2014;276.4312
2172.6429;12.2031;276.4972
2173.1429;12.1641;276.0199
2173.6429;12.1849;276.4115
2174.1429;12.1481;276.3259
2174.6429;12.1439;276.1992
2175.1429;12.1413;276.2993
2175.6429;12.135;276.1797
2176.1429;12.0977;275.9782
2176.6429;12.1058;276.0254
2177.1429;12.1011;276.2929
2177.6429;12.07;276.1147
2178.1429;12.0352;275.8616
2178.6429;12.0533;275.8986
2179.1429;12.0165;275.8749
2179.6429;12.0394;275.905
2180.1429;11.9972;275.8569
2180.6429;11.9951;275.7661
2181.1429;11.9679;275.6253
2181.6429;11.9951;275.5534
2182.1429;11.9308;275.4651
2182.6429;11.9337;275.2094
2183.1429;11.8945;275.3132
2183.6429;11.8675;275.1562
2184.1429;11.8563;275.1213
2184.6429;11.8446;275.0434
2185.1429;11.8451;275.036
2185.6429;11.8598;275.0293
2186.1429;11.8338;274.8758
2186.6429;11.8328;275.1495
2187.1429;11.825;275.123
2187.6429;11.7987;275.0911
2188.1429;11.7843;275.0368
2188.6429;11.8006;275.1972
2189.1429;11.7677;275.3667
2189.6429;11.7657;275.2763
2190.1429;11.7829;275.541
2190.6429;11.756;275.4133
2191.1429;11.7612;275.5529
2191.6429;11.7577;275.5207
2192.1429;11.7546;275.5135
2192.6429;11.7756;275.6951
2193.1429;11.7545;275.6961
2193.6429;11.7344;275.6284
2194.1429;11.7213;275.7365
2194.6429;11.7399;275.6525
2195.1429;11.7299;275.7238
2195.6429;11.7082;275.7025
2196.1429;11.6944;275.6158
2196.6429;11.7215;275.6556
2197.1429;11.736;275.537
2197.6429;11.7038;275.5963
2198.1429;11.7297;275.6083
2198.6429;11.7181;275.5979
2199.1429;11.7114;275.5952
2199.6429;11.746;275.6409
2200.1429;11.7785;275.6156
2200.6429;11.7837;275.6234
2201.1429;11.7407;275.2451
2201.6429;11.7441;275.2881
2202.1429;11.787;275.1553
2202.6429;11.7787;275.4046
2203.1429;11.8149;275.4557
2203.6429;11.7562;275.2371
2204.1429;11.7516;275.227
2204.6429;11.789;275.124
2205.1429;11.8279;275.1605
2205.6429;11.822;274.9775
2206.1429;11.7825;275.1323
2206.6429;11.7797;275.0777
2207.1429;11.7776;274.9414
2207.6429;11.7766;274.7671
2208.1429;11.7797;274.7334
2208.6429;11.7336;274.5519
2209.1429;11.741;274.492
2209.6429;11.7447;274.5449
2210.1429;11.7514;274.5867
2210.6429;11.7513;274.4746
2211.1429;11.706;274.3438
2211.6429;11.7133;274.3855
2212.1429;11.6854;274.2864
2212.6429;11.7064;274.4507
2213.1429;11.7136;274.2935
2213.6429;11.7123;274.3155
2214.1429;11.7225;274.3167
2214.6429;11.6776;274.0964
2215.1429;11.678;274.4069
2215.6429;11.6961;274.4367
2216.1429;11.7012;274.5724
2216.6429;11.7046;274.5349
2217.1429;11.6783;274.5883
2217.6429;11.6777;274.68
2218.1429;11.6786;274.5889
2218.6429;11.6817;274.6251
2219.1429;11.6812;274.7919
2219.6429;11.6805;274.6044
2220.1429;11.693;274.7532
2220.6429;11.6876;274.6545
2221.1429;11.6926;274.5879
2221.6429;11.6469;274.7068
2222.1429;11.6567;274.3155
2222.6429;11.6402;274.255
2223.1429;11.6166;274.4799
2223.6429;11.6078;274.293
2224.1429;11.6344;274.0817
2224.6429;11.6729;273.8426
2225.1429;11.6649;274.119
2225.6429;11.6788;274.1068
2226.1429;11.6216;273.8922
2226.6429;11.6179;273.8391
2227.1429;11.6272;273.6165
2227.6429;11.6243;273.6833
2228.1429;11.6243;273.726
2228.6429;11.6232;273.5485
2229.1429;11.6222;273.5552
2229.6429;11.6573;273.6166
2230.1429;11.6562;273.5634
2230.6429;11.6058;273.5485
2231.1429;11.6123;273.9124
2231.6429;11.5696;273.5967
2232.1429;11.5726;273.4936
2232.6429;11.5688;273.5634
2233.1429;11.5593;273.5062
2233.6429;11.5603;273.5488
2234.1429;11.5454;273.4515
2234.6429;11.5337;273.42
2235.1429;11.5361;273.1302
2235.6429;11.5288;273.1713
2236.1429;11.5274;273.3367
2236.6429;11.4845;272.9886
2237.1429;11.4882;272.8159
2237.6429;11.4864;272.8143
2238.1429;11.4943;273.0354
2238.6429;11.4555;272.7007
2239.1429;11.4797;272.605
2239.6429;11.4911;272.7704
2240.1429;11.4891;272.5886
2240.6429;11.4794;272.7238
2241.1429;11.4742;272.8156
2241.6429;11.4663;272.8801
2242.1429;11.458;272.9756
2242.6429;11.4549;272.9923
2243.1429;11.4424;273.2349
2243.6429;11.4435;273.1898
2244.1429;11.4401;273.0107
2244.6429;11.4813;273.3001
2245.1429;11.4841;273.0324
2245.6429;11.481;273.0562
2246.1429;11.4845;273.0135
2246.6429;11.4854;272.9264
2247.1429;11.4832;272.8673
2247.6429;11.4817;272.8783
2248.1429;11.4853;272.7903
2248.6429;11.4854;272.8088
2249.1429;11.4726;272.5879
2249.6429;11.4849;272.551
2250.1429;11.4906;272.5298
2250.6429;11.4911;272.3925
2251.1429;11.4889;272.3875
2251.6429;11.4836;272.3233
2252.1429;11.4884;272.4214
2252.6429;11.4372;272.1714
2253.1429;11.4387;272.1588
2253.6429;11.4411;271.988
2254.1429;11.4372;271.9452
2254.6429;11.4439;271.8949
2255.1429;11.4024;271.9347
2255.6429;11.397;272.1292
2256.1429;11.3955;272.0243
2256.6429;11.4518;272.0352
2257.1429;11.4524;272.0523
2257.6429;11.406;271.9227
2258.1429;11.3939;271.6871
2258.6429;11.3967;271.7095
2259.1429;11.3925;271.5753
2259.6429;11.391;271.5372
2260.1429;11.3927;271.3129
2260.6429;11.387;271.4598
2261.1429;11.3496;271.264
2261.6429;11.3964;271.2609
2262.1429;11.3603;271.0204
2262.6429;11.3605;270.8914
2263.1429;11.3678;271.0364
2263.6429;11.3217;270.7823
2264.1429;11.3585;270.835
2264.6429;11.3561;270.5885
2265.1429;11.3539;270.4642
2265.6429;11.3504;270.4716
2266.1429;11.3447;270.5063
2266.6429;11.3362;270.3802
2267.1429;11.338;270.4415
2267.6429;11.3346;270.5656
2268.1429;11.3399;270.6205
2268.6429;11.3428;270.5981
2269.1429;11.3936;270.7961
2269.6429;11.3594;270.4773
2270.1429;11.3295;270.5819
2270.6429;11.3539;270.7385
2271.1429;11.3311;270.5529
2271.6429;11.3205;270.6689
2272.1429;11.3217;270.5288
2272.6429;11.2612;270.4439
2273.1429;11.2491;270.1437
2273.6429;11.2724;270.0925
2274.1429;11.2956;269.9673
2274.6429;11.2593;269.9459
2275.1429;11.2582;269.8288
2275.6429;11.2202;269.4019
2276.1429;11.208;269.3364
2276.6429;11.2072;269.28
2277.1429;11.2022;269.2274
2277.6429;11.2019;269.0808
2278.1429;11.1964;268.7659
2278.6429;11.2458;268.5688
2279.1429;11.1936;268.2375
2279.6429;11.2448;268.4639
2280.1429;11.2027;268.2634
2280.6429;11.2078;268.3416
2281.1429;11.2485;268.3445
2281.6429;11.2582;268.424
2282.1429;11.2612;268.3841
2282.6429;11.262;268.4328
2283.1429;11.308;268.4231
2283.6429;11.3133;268.3448
2284.1429;11.3122;268.3021
2284.6429;11.3174;268.6505
2285.1429;11.2752;268.5465
2285.6429;11.3076;268.8299
2286.1429;11.3149;268.662
2286.6429;11.3693;268.7485
2287.1429;11.3727;268.9713
2287.6429;11.3493;268.626
2288.1429;11.3602;268.8414
2288.6429;11.3169;268.9332
2289.1429;11.2991;268.7157
2289.6429;11.3467;268.9183
2290.1429;11.3095;268.8139
2290.6429;11.3578;268.8875
2291.1429;11.3459;268.954
2291.6429;11.3904;268.9833
2292.1429;11.3793;268.9929
2292.6429;11.3437;269.18
2293.1429;11.3396;269.1707
2293.6429;11.3384;268.6901
2294.1429;11.3417;268.9922
2294.6429;11.3384;269.0294
2295.1429;11.3355;268.941
2295.6429;11.3678;268.8693
2296.1429;11.3374;268.9737
2296.6429;11.3452;268.9126
2297.1429;11.3488;269.3572
2297.6429;11.2944;269.1533
2298.1429;11.2937;269.0784
2298.6429;11.2873;269.3233
2299.1429;11.3058;269.2843
2299.6429;11.3039;269.2801
2300.1429;11.305;269.4144
2300.6429;11.3089;269.2782
2301.1429;11.345;269.3781
2301.6429;11.3415;269.6083
2302.1429;11.2912;269.4803
2302.6429;11.3301;269.5639
2303.1429;11.2949;269.5614
2303.6429;11.3404;269.5906
2304.1429;11.3341;269.5606
2304.6429;11.3762;269.6268
2305.1429;11.3413;269.8051
2305.6429;11.3371;269.7246
2306.1429;11.3841;270.0223
2306.6429;11.387;269.7276
2307.1429;11.3414;269.7226
2307.6429;11.3394;269.6616
2308.1429;11.3398;269.5427
2308.6429;11.3124;269.5567
2309.1429;11.3429;269.7527
2309.6429;11.3478;269.7661
2310.1429;11.3462;269.5508
2310.6429;11.3443;269.6667
2311.1429;11.297;269.5145
2311.6429;11.3488;269.6324
2312.1429;11.3495;269.7219
2312.6429;11.3385;269.5967
2313.1429;11.3432;269.8582
2313.6429;11.3574;269.7783
2314.1429;11.3285;269.9657
2314.6429;11.3399;269.6656
2315.1429;11.3134;269.6816
2315.6429;11.3217;269.6998
2316.1429;11.3322;269.7657
2316.6429;11.3621;269.638
2317.1429;11.3692;269.5615
2317.6429;11.3269;269.561
2318.1429;11.3153;269.5072
2318.6429;11.3262;269.2444
2319.1429;11.3346;269.4278
2319.6429;11.2943;269.547
2320.1429;11.2924;269.4732
2320.6429;11.3017;269.3733
2321.1429;11.3224;269.5643
2321.6429;11.3475;269.5018
2322.1429;11.3559;269.6358
2322.6429;11.3178;269.3613
2323.1429;11.3159;269.511
2323.6429;11.3126;269.6793
2324.1429;11.3262;269.9541
2324.6429;11.3208;269.8601
2325.1429;11.3247;270.0193
2325.6429;11.274;269.9053
2326.1429;11.2791;269.995
2326.6429;11.2835;270.2837
2327.1429;11.2901;270.0735
2327.6429;11.2475;270.0924
2328.1429;11.2339;270.2315
2328.6429;11.2678;270.3698
2329.1429;11.2602;270.2021
2329.6429;11.2533;270.2859
2330.1429;11.2298;270.1844
2330.6429;11.2103;270.2116
2331.1429;11.2491;270.3797
2331.6429;11.2053;270.0934
2332.1429;11.202;270.0764
2332.6429;11.1791;270.2435
2333.1429;11.1901;270.1932
2333.6429;11.1906;270.2226
2334.1429;11.1946;270.5591
2334.6429;11.1833;270.2203
2335.1429;11.1924;270.5416
2335.6429;11.1387;270.3596
2336.1429;11.0973;270.1707
2336.6429;11.0928;270.4637
2337.1429;11.0898;270.3433
2337.6429;11.1036;270.5136
2338.1429;11.0605;270.6266
2338.6429;11.0659;270.5132
2339.1429;11.0677;270.6036
2339.6429;11.057;270.4598
2340.1429;11.0442;270.3352
2340.6429;11.048;270.5238
2341.1429;11.0009;270.5062
2341.6429;11.0022;270.4635
2342.1429;11.0118;270.4915
2342.6429;11.0245;270.4597
2343.1429;11.0495;270.6711
2343.6429;10.9718;270.6046
2344.1429;10.9803;270.677
2344.6429;10.9787;270.7193
2345.1429;10.9492;270.688
2345.6429;10.944;270.5305
2346.1429;10.9233;270.7415
2346.6429;10.9122;270.7277
2347.1429;10.9264;270.7115
2347.6429;10.9236;270.4617
2348.1429;10.9213;270.7108
2348.6429;10.93;270.9784
2349.1429;10.9471;270.9886
2349.6429;10.9341;270.9809
2350.1429;10.9207;271.0236
2350.6429;10.8675;270.8931
2351.1429;10.8664;271.0803
2351.6429;10.862;271.0695
2352.1429;10.8617;271.5825
2352.6429;10.8586;271.0964
2353.1429;10.8036;270.9244
2353.6429;10.7973;270.6982
2354.1429;10.7984;270.5573
2354.6429;10.7941;270.1469
2355.1429;10.7952;269.9204
2355.6429;10.7896;269.9352
2356.1429;10.7967;269.6414
2356.6429;10.7848;269.2242
2357.1429;10.8431;269.5484
2357.6429;10.8412;269.0967
2358.1429;10.8458;269.3768
2358.6429;10.8462;269.1017
2359.1429;10.8376;268.9219
2359.6429;10.8383;268.8702
2360.1429;10.8421;268.8234
2360.6429;10.8386;268.5476
2361.1429;10.797;268.715
2361.6429;10.7927;268.6022
2362.1429;10.7949;268.2824
2362.6429;10.7918;268.0661
2363.1429;10.7862;268.1772
2363.6429;10.7781;268.3337
2364.1429;10.7693;268.169
2364.6429;10.7598;268.0628
2365.1429;10.7748;267.9368
2365.6429;10.7755;267.6858
2366.1429;10.7601;267.4306
2366.6429;10.7827;267.0638
2367.1429;10.7845;267.5784
2367.6429;10.7794;267.4129
2368.1429;10.7476;267.0834
2368.6429;10.7443;267.0742
2369.1429;10.7747;266.7924
2369.6429;10.7485;266.6425
2370.1429;10.7581;266.61
2370.6429;10.7614;266.3688
2371.1429;10.7179;266.0698
2371.6429;10.7596;266.2652
2372.1429;10.7314;265.9041
2372.6429;10.722;265.6357
2373.1429;10.7217;265.4091
2373.6429;10.7233;265.2975
2374.1429;10.7188;265.1806
2374.6429;10.7212;264.8851
2375.1429;10.7175;264.6392
2375.6429;10.6803;264.7295
2376.1429;10.6795;264.4691
2376.6429;10.67;264.1856
2377.1429;10.674;264.0502
2377.6429;10.623;263.4156
2378.1429;10.6238;263.4633
2378.6429;10.628;263.3012
2379.1429;10.6261;263.1054
2379.6429;10.5883;263.2475
2380.1429;10.578;262.4035
2380.6429;10.5811;262.523
2381.1429;10.5734;262.5011
2381.6429;10.5818;262.1583
2382.1429;10.535;262.1406
2382.6429;10.5363;261.8991
2383.1429;10.5327;261.7458
2383.6429;10.5319;261.7915
2384.1429;10.4829;261.4027
2384.6429;10.4858;261.7136
2385.1429;10.438;261.3801
2385.6429;10.4511;261.5257
2386.1429;10.4087;261.1543
2386.6429;10.4196;261.3942
2387.1429;10.4172;261.0777
2387.6429;10.4105;260.7236
2388.1429;10.3689;260.9367
2388.6429;10.3668;260.6077
2389.1429;10.3665;260.6762
2389.6429;10.3589;260.2025
2390.1429;10.315;259.971
2390.6429;10.3113;259.9792
2391.1429;10.3048;259.7343
2391.6429;10.3013;259.1983
2392.1429;10.2961;259.1572
2392.6429;10.3006;258.8719
2393.1429;10.2979;258.4691
2393.6429;10.2994;258.0136
2394.1429;10.3508;258.162
2394.6429;10.3657;258.1057
2395.1429;10.3755;257.8886
2395.6429;10.3813;257.7084
2396.1429;10.4043;257.4182
2396.6429;10.4155;257.2647
2397.1429;10.4178;257.171
2397.6429;10.4559;257.2686
2398.1429;10.4565;256.73
2398.6429;10.4606;256.8419
2399.1429;10.4778;256.6705
2399.6429;10.5008;256.5502
2400.1429;10.4984;256.8056
2400.6429;10.4665;256.4222
2401.1429;10.4105;256.2857
2401.6429;10.4067;256.088
2402.1429;10.4142;256.3652
2402.6429;10.4165;256.3546
2403.1429;10.3931;255.8811
2403.6429;10.3908;255.9728
2404.1429;10.3879;255.44
2404.6429;10.361;255.7502
2405.1429;10.3312;255.8519
2405.6429;10.3432;255.7663
2406.1429;10.3384;255.5692
2406.6429;10.3305;255.6093
2407.1429;10.3321;255.3624
2407.6429;10.3298;255.3801
2408.1429;10.3275;255.0553
2408.6429;10.368;255.0283
2409.1429;10.3301;254.5988
2409.6429;10.3418;254.5981
2410.1429;10.3123;254.454
2410.6429;10.3216;254.1696
2411.1429;10.3343;253.985
2411.6429;10.3815;253.8115
2412.1429;10.3588;253.5371
2412.6429;10.3881;253.6144
2413.1429;10.3705;253.2531
2413.6429;10.3981;252.8779
2414.1429;10.3956;252.9089
2414.6429;10.4037;252.8775
2415.1429;10.4028;252.5879
2415.6429;10.3565;252.3026
2416.1429;10.3927;252.5082
2416.6429;10.3427;252.1037
2417.1429;10.2958;252.704
2417.6429;10.252;252.861
2418.1429;10.2578;253.0719
2418.6429;10.2109;252.9402
2419.1429;10.2688;252.9034
2419.6429;10.2203;252.5583
2420.1429;10.1986;252.81
2420.6429;10.1445;252.6235
2421.1429;10.1485;252.7727
2421.6429;10.1492;252.4064
2422.1429;10.1249;252.5856
2422.6429;10.1266;252.7384
2423.1429;10.101;252.5751
2423.6429;10.2101;251.9025
2424.1429;10.2584;251.6642
2424.6429;10.2554;251.8599
2425.1429;10.2074;252.0603
2425.6429;10.153;252.0623
2426.1429;10.1076;252.1133
2426.6429;10.1592;252.1168
2427.1429;10.1564;252.1874
2427.6429;10.1499;252.1741
2428.1429;10.1038;252.4897
2428.6429;10.1085;252.2471
2429.1429;10.1095;252.542
2429.6429;10.0604;252.54
2430.1429;10.0608;252.6905
2430.6429;10.0611;252.497
2431.1429;10.1088;252.1788
2431.6429;10.1105;251.9472
2432.1429;10.1203;251.5845
2432.6429;10.1269;251.6001
2433.1429;10.1738;251.2791
2433.6429;10.1752;250.9178
2434.1429;10.1816;250.8162
2434.6429;10.2224;250.735
2435.1429;10.2165;250.7577
2435.6429;10.2091;250.6141
2436.1429;10.2489;250.3311
2436.6429;10.2587;250.2898
2437.1429;10.2495;249.8746
2437.6429;10.2561;250.3615
2438.1429;10.2043;250.6987
2438.6429;10.2162;250.6424
2439.1429;10.1923;250.5911
2439.6429;10.1705;250.858
2440.1429;10.1469;251.03
2440.6429;10.1352;250.5657
2441.1429;10.1353;251.0373
2441.6429;10.0826;250.6427
2442.1429;10.0785;250.9896
2442.6429;10.1012;250.9199
2443.1429;10.1009;250.7036
2443.6429;10.093;250.8385
2444.1429;10.0345;250.7348
2444.6429;10.0805;250.6375
2445.1429;10.063;250.7073
2445.6429;10.117;250.7789
2446.1429;10.1158;250.4646
2446.6429;10.0976;250.3945
2447.1429;10.0681;250.5477
2447.6429;10.1048;250.3692
2448.1429;10.1083;250.6244
2448.6429;10.1043;250.5327
2449.1429;10.1027;250.5341
2449.6429;10.1086;250.8495
2450.1429;10.1056;250.6679
2450.6429;10.1536;250.8603
2451.1429;10.1069;250.6575
2451.6429;10.0632;251.0168
2452.1429;10.0632;251.0693
2452.6429;10.007;251.0731
2453.1429;10.0144;251.3094
2453.6429;10.0108;251.101
2454.1429;10.0117;251.2303
2454.6429;9.9623;251.3808
2455.1429;9.9663;251.0567
2455.6429;9.9476;251.3348
2456.1429;9.9207;251.1024
2456.6429;9.9201;251.0986
2457.1429;9.8649;251.0536
2457.6429;9.8179;250.9455
2458.1429;9.8289;250.8942
2458.6429;9.7855;250.8092
2459.1429;9.7989;250.8035
2459.6429;9.7573;250.5977
2460.1429;9.7543;250.8911
2460.6429;9.7111;250.4729
2461.1429;9.6993;250.6526
2461.6429;9.644;250.6169
2462.1429;9.6461;250.3308
2462.6429;9.6365;250.4843
2463.1429;9.6336;250.5833
2463.6429;9.6348;250.551
2464.1429;9.6369;250.4099
2464.6429;9.6373;250.7424
2465.1429;9.643;250.9111
2465.6429;9.5945;250.9205
2466.1429;9.603;250.9392
2466.6429;9.6038;251.2312
2467.1429;9.5955;251.2337
2467.6429;9.6046;251.2677
2468.1429;9.6463;251.489
2468.6429;9.6443;251.5178
2469.1429;9.6049;251.2056
2469.6429;9.6019;251.2287
2470.1429;9.6007;251.4225
2470.6429;9.5921;251.4238
2471.1429;9.5939;251.5859
2471.6429;9.6367;251.4785
2472.1429;9.64;251.4823
2472.6429;9.6414;251.2811
2473.1429;9.6414;251.4485
2473.6429;9.6384;251.2841
2474.1429;9.6767;251.4915
2474.6429;9.6838;251.692
2475.1429;9.6308;251.7155
2475.6429;9.6254;251.4132
2476.1429;9.6316;251.6074
2476.6429;9.6306;251.6835
2477.1429;9.6838;251.8824
2477.6429;9.6385;251.6764
2478.1429;9.6309;251.841
2478.6429;9.6833;251.8683
2479.1429;9.6325;251.7882
2479.6429;9.6532;251.8184
2480.1429;9.6353;251.8086
2480.6429;9.6277;251.568
2481.1429;9.6284;251.9921
2481.6429;9.6819;251.8799
2482.1429;9.6728;251.805
2482.6429;9.6804;252.1279
2483.1429;9.6339;252.2347
