md;incl;azi
1149.2388;9.875;311.6841
1149.7388;9.8635;311.6621
1150.2388;9.8552;311.6389
1150.7388;9.8739;311.5878
1151.2388;9.874;311.588
1151.7388;9.8942;311.7861
1152.2388;9.8738;311.8862
1152.7388;9.8558;311.7444
1153.2388;9.8739;311.5962
1153.7388;9.8921;311.8225
1154.2388;9.8547;311.7409
1154.7388;9.8742;311.7601
1155.2388;9.8744;311.7787
1155.7388;9.8553;311.722
1156.2388;9.8351;311.6611
1156.7388;9.8559;311.9047
1157.2388;9.8739;311.8452
1157.7388;9.8593;311.7768
1158.2388;9.861;311.9375
1158.7388;9.8766;311.9471
1159.2388;9.8667;311.8098
1159.7388;9.8364;311.8659
1160.2388;9.8637;311.9075
1160.7388;9.8745;312.0635
1161.2388;9.8784;311.9679
1161.7388;9.8726;311.9625
1162.2388;9.8556;312.0765
1162.7388;9.8355;311.9498
1163.2388;9.8565;312.1901
1163.7388;9.8565;312.0779
1164.2388;9.8535;312.2705
1164.7388;9.8484;312.1456
1165.2388;9.8779;312.2564
1165.7388;9.8757;312.3405
1166.2388;9.8773;312.2218
1166.7388;9.856;312.1892
1167.2388;9.8758;312.3406
1167.7388;9.8776;312.2224
1168.2388;9.886;312.2266
1168.7388;9.8808;312.501
1169.2388;9.8617;312.2621
1169.7388;9.8812;312.2184
1170.2388;9.8949;312.4555
1170.7388;9.8767;312.2481
1171.2388;9.8975;312.3745
1171.7388;9.8553;312.4713
1172.2388;9.8586;312.1923
1172.7388;9.877;312.334
1173.2388;9.8785;312.4218
1173.7388;9.8819;312.4276
1174.2388;9.8568;312.3884
1174.7388;9.8768;312.4279
1175.2388;9.8953;312.2069
1175.7388;9.8738;312.166
1176.2388;9.856;312.3017
1176.7388;9.8578;312.3047
1177.2388;9.8741;312.4233
1177.7388;9.8942;312.4542
1178.2388;9.8549;312.3853
1178.7388;9.8821;312.3773
1179.2388;9.8649;312.4196
1179.7388;9.8769;312.5895
1180.2388;9.8777;312.4205
1180.7388;9.8575;312.475
1181.2388;9.8966;312.4659
1181.7388;9.8763;312.3415
1182.2388;9.8764;312.4272
1182.7388;9.8569;312.3885
1183.2388;9.8744;312.5903
1183.7388;9.8791;312.4229
1184.2388;9.8628;312.3524
1184.7388;9.8681;312.4298
1185.2388;9.887;312.4713
1185.7388;9.8674;312.3315
1186.2388;9.8437;312.4212
1186.7388;9.8885;312.334
1187.2388;9.8861;312.4023
1187.7388;9.8855;312.4137
1188.2388;9.8635;312.4637
1188.7388;9.8818;312.5623
1189.2388;9.881;312.3314
1189.7388;9.8829;312.4197
1190.2388;9.8809;312.4163
1190.7388;9.8785;312.5921
1191.2388;9.8782;312.5066
1191.7388;9.8769;312.5895
1192.2388;9.8945;312.6599
1192.7388;9.8776;312.549
1193.2388;9.8741;312.6288
1193.7388;9.8965;312.6632
1194.2388;9.8952;312.5755
1194.7388;9.8745;312.4598
1195.2388;9.877;312.5519
1195.7388;9.8769;312.7226
1196.2388;9.8751;312.6342
1196.7388;9.8978;312.664
1197.2388;9.9198;312.5233
1197.7388;9.878;312.4486
1198.2388;9.897;312.4864
1198.7388;9.8962;312.6743
1199.2388;9.8904;312.7216
1199.7388;9.8742;312.5855
1200.2388;9.8959;312.5883
1200.7388;9.8742;312.7066
1201.2388;9.8779;312.7243
1201.7388;9.8963;312.5819
1202.2388;9.8971;312.5678
1202.7388;9.8981;312.5805
1203.2388;9.8981;312.6703
1203.7388;9.897;312.5716
1204.2388;9.8763;312.7216
1204.7388;9.8763;312.5393
1205.2388;9.8655;312.5875
1205.7388;9.8751;312.5373
1206.2388;9.8756;312.4526
1206.7388;9.8737;312.7992
1207.2388;9.8759;312.5386
1207.7388;9.8957;312.5764
1208.2388;9.8769;312.4548
1208.7388;9.8955;312.5626
1209.2388;9.8778;312.4331
1209.7388;9.8981;312.592
1210.2388;9.8938;312.5847
1210.7388;9.8741;312.5477
1211.2388;9.915;312.624
1211.7388;9.9163;312.4772
1212.2388;9.8963;312.4919
1212.7388;9.9114;312.7013
1213.2388;9.8762;312.4536
1213.7388;9.8973;312.5721
1214.2388;9.901;312.5424
1214.7388;9.8996;312.6089
1215.2388;9.9191;312.5221
1215.7388;9.9198;312.6085
1216.2388;9.8844;312.4459
1216.7388;9.9067;312.5013
1217.2388;9.8853;312.5773
1217.7388;9.9057;312.541
1218.2388;9.9049;312.5396
1218.7388;9.888;312.5207
1219.2388;9.9304;312.6771
1219.7388;9.9377;312.5106
1220.2388;9.9332;312.6174
1220.7388;9.9145;312.4777
1221.2388;9.8932;312.4156
1221.7388;9.9178;312.4563
1222.2388;9.9443;312.5007
1222.7388;9.9267;312.46
1223.2388;9.9249;312.4569
1223.7388;9.949;312.5815
1224.2388;9.9244;312.5515
1224.7388;9.9263;312.6385
1225.2388;9.9249;312.5843
1225.7388;9.9341;312.5556
1226.2388;9.9611;312.6017
1226.7388;9.9423;312.5901
1227.2388;9.927;312.4481
1227.7388;9.9636;312.5225
1228.2388;9.9521;312.6308
1228.7388;9.9666;312.4684
1229.2388;9.9685;312.6357
1229.7388;9.9702;312.6351
1230.2388;9.9615;312.4987
1230.7388;9.9725;312.617
1231.2388;9.9683;312.5312
1231.7388;9.9628;312.6968
1232.2388;9.974;312.6122
1232.7388;10.0012;312.4569
1233.2388;9.9996;312.3682
1233.7388;9.9598;312.3001
1234.2388;10.0187;312.5602
1234.7388;10.0011;312.4755
1235.2388;10.0024;312.4649
1235.7388;10.0049;312.4081
1236.2388;10.0088;312.3203
1236.7388;10.0149;312.482
1237.2388;10.0139;312.4347
1237.7388;10.0178;312.3543
1238.2388;10.0086;312.3742
1238.7388;10.0178;312.4613
1239.2388;10.0171;312.3415
1239.7388;10.0577;312.5005
1240.2388;10.0175;312.2749
1240.7388;10.0224;312.3612
1241.2388;10.0491;312.2402
1241.7388;10.0386;312.2361
1242.2388;10.0367;312.3148
1242.7388;10.0252;312.1625
1243.2388;10.065;312.0356
1243.7388;10.0881;312.4505
1244.2388;10.0828;312.3342
1244.7388;10.1236;312.4449
1245.2388;10.0772;312.4179
1245.7388;10.1064;312.4303
1246.2388;10.1017;312.422
1246.7388;10.1311;312.5997
1247.2388;10.1718;312.6847
1247.7388;10.1428;312.4906
1248.2388;10.1413;312.6523
1248.7388;10.1563;312.574
1249.2388;10.1801;312.7201
1249.7388;10.1416;312.9248
1250.2388;10.1667;312.6572
1250.7388;10.1855;312.812
1251.2388;10.1857;312.8007
1251.7388;10.1986;312.8612
1252.2388;10.1987;312.7944
1252.7388;10.2051;312.783
1253.2388;10.2211;312.6666
1253.7388;10.2126;312.7821
1254.2388;10.213;312.8698
1254.7388;10.2063;312.785
1255.2388;10.2139;312.8611
1255.7388;10.2276;312.8003
1256.2388;10.2205;312.8011
1256.7388;10.1967;312.5955
1257.2388;10.2061;312.8851
1257.7388;10.2351;312.7738
1258.2388;10.2123;312.6782
1258.7388;10.2212;312.7623
1259.2388;10.2553;312.8215
1259.7388;10.2304;312.9123
1260.2388;10.2294;312.8631
1260.7388;10.1888;312.5313
1267.6429;10.4983;314.0118
1268.1429;10.5744;314.0278
1268.6429;10.5137;313.8541
1269.1429;10.6048;313.9758
1269.6429;10.6013;313.9081
1270.1429;10.6334;314.1432
1270.6429;10.6374;313.9014
1271.1429;10.6411;314.0955
1271.6429;10.6798;313.9669
1272.1429;10.6507;314.127
1272.6429;10.7278;313.9653
1273.1429;10.6888;314.0704
1273.6429;10.7279;314.0346
1274.1429;10.6782;314.0375
1274.6429;10.7982;314.1834
1275.1429;10.7204;314.003
1275.6429;10.7746;314.1114
1276.1429;10.735;313.9545
1276.6429;10.7582;314.1358
1277.1429;10.7858;313.857
1277.6429;10.7656;314.0499
1278.1429;10.8566;314.0219
1278.6429;10.7618;313.9288
1279.1429;10.8734;314.0925
1279.6429;10.744;313.7276
1280.1429;10.9251;314.0706
1280.6429;10.8039;313.7338
1281.1429;10.9044;314.1127
1281.6429;10.8289;313.6047
1282.1429;10.8928;313.9308
1282.6429;10.8869;313.656
1283.1429;10.8449;313.8186
1283.6429;10.9734;313.6345
1284.1429;10.878;314.207
1284.6429;10.9974;313.9855
1285.1429;10.9008;313.4764
1285.6429;10.9409;313.859
1286.1429;10.9475;313.48
1286.6429;10.9012;313.7974
1287.1429;10.9775;313.2617
1287.6429;10.9032;313.7313
1288.1429;11.0086;313.4602
1288.6429;10.9099;313.4902
1289.1429;11.0303;313.5522
1289.6429;10.9378;313.3435
1290.1429;11.021;313.7166
1290.6429;10.995;313.1596
1291.1429;11.012;313.9348
1291.6429;11.0292;313.1896
1292.1429;10.9589;313.8147
1292.6429;11.0447;313.1442
1293.1429;10.9884;313.5838
1293.6429;11.0292;313.3681
1294.1429;11.0217;313.382
1294.6429;11.0714;313.5171
1295.1429;11.0385;313.0747
1295.6429;11.0483;313.5906
1296.1429;11.066;312.9687
1296.6429;11.0565;313.7325
1297.1429;11.0886;312.9189
1297.6429;11.0357;313.6616
1298.1429;11.0446;313.0559
1298.6429;11.0465;313.4853
1299.1429;11.1083;313.1921
1299.6429;11.0672;313.1444
1300.1429;11.1498;313.3329
1300.6429;11.0918;312.919
1301.1429;11.111;313.6384
1301.6429;11.0851;312.9005
1302.1429;11.1361;313.5352
1302.6429;11.0998;312.8399
1303.1429;11.0842;313.8045
1303.6429;11.1062;312.9236
1304.1429;11.1192;313.2839
1304.6429;11.174;313.0319
1305.1429;11.1458;313.1739
1305.6429;11.1955;313.0635
1306.1429;11.1708;312.8817
1306.6429;11.1893;313.2581
1307.1429;11.1401;312.8863
1307.6429;11.19;313.3524
1308.1429;11.1537;312.7822
1308.6429;11.1808;313.7394
1309.1429;11.1523;312.8516
1309.6429;11.168;313.291
1310.1429;11.1269;312.8654
1310.6429;11.1645;313.0349
1311.1429;11.2512;313.0893
1311.6429;11.1993;312.7985
1312.1429;11.1871;313.2163
1312.6429;11.1724;312.5985
1313.1429;11.2272;313.1877
1313.6429;11.2121;312.6618
1314.1429;11.1959;313.1308
1314.6429;11.1947;312.7093
1315.1429;11.2256;313.2585
1315.6429;11.2509;312.7952
1316.1429;11.179;313.0009
1316.6429;11.2041;312.8426
1317.1429;11.1829;312.7425
1317.6429;11.1522;312.6985
1318.1429;11.184;312.6398
1318.6429;11.1817;312.9818
1319.1429;11.1852;312.7
1319.6429;11.1664;312.9336
1320.1429;11.1706;312.6803
1320.6429;11.1592;312.9559
1321.1429;11.196;312.8151
1321.6429;11.1447;312.7424
1322.1429;11.1901;312.7644
1322.6429;11.1891;312.587
1323.1429;11.2164;312.8247
1323.6429;11.1685;312.5179
1324.1429;11.1698;312.9227
1324.6429;11.2294;312.5438
1325.1429;11.1976;312.84
1325.6429;11.2134;312.5385
1326.1429;11.164;312.6147
1326.6429;11.1844;312.4768
1327.1429;11.1512;312.3795
1327.6429;11.1578;312.6183
1328.1429;11.111;312.22
1328.6429;11.1281;312.6269
1329.1429;11.113;312.1309
1329.6429;11.124;312.4681
1330.1429;11.1166;312.2286
1330.6429;11.1173;312.3406
1331.1429;11.1919;312.3718
1331.6429;11.1314;312.1554
1332.1429;11.1844;312.3465
1332.6429;11.1499;312.0447
1333.1429;11.1847;312.5383
1333.6429;11.1832;311.9703
1334.1429;11.1912;312.5113
1334.6429;11.2037;312.1617
1335.1429;11.1764;312.4211
1335.6429;11.2425;312.2642
1336.1429;11.1601;312.2192
1336.6429;11.2166;312.1708
1337.1429;11.1379;312.0764
1337.6429;11.1907;312.1806
1338.1429;11.1583;311.9949
1338.6429;11.216;312.3794
1339.1429;11.216;311.8737
1339.6429;11.219;312.2721
1340.1429;11.2167;311.8749
1340.6429;11.1974;312.1448
1341.1429;11.24;311.7477
1341.6429;11.223;312.0231
1342.1429;11.3289;311.7308
1342.6429;11.2492;311.8033
1343.1429;11.3142;312.0408
1343.6429;11.2541;311.7897
1344.1429;11.311;312.1433
1344.6429;11.2893;311.848
1345.1429;11.303;312.1772
1345.6429;11.3144;311.773
1346.1429;11.3025;312.0332
1346.6429;11.3391;311.8271
1347.1429;11.3166;311.8952
1347.6429;11.376;311.7262
1348.1429;11.341;311.7453
1348.6429;11.3479;311.9849
1349.1429;11.3423;311.7347
1349.6429;11.3852;311.9325
1350.1429;11.3802;311.7082
1350.6429;11.3711;311.8852
1351.1429;11.4047;311.5825
1351.6429;11.37;311.8726
1352.1429;11.4045;311.6537
1352.6429;11.3884;311.767
1353.1429;11.4208;311.6232
1353.6429;11.3745;311.6473
1354.1429;11.4181;311.7618
1354.6429;11.4142;311.7509
1355.1429;11.4145;311.9806
1355.6429;11.4197;311.6988
1356.1429;11.3856;311.9169
1356.6429;11.4323;311.6854
1357.1429;11.4166;311.8272
1357.6429;11.4597;311.5079
1358.1429;11.4442;311.8508
1358.6429;11.5037;311.5809
1359.1429;11.4161;311.6759
1359.6429;11.5484;311.7861
1360.1429;11.4755;311.6804
1360.6429;11.5171;312.0598
1361.1429;11.5017;311.6803
1361.6429;11.523;312.1468
1362.1429;11.5112;311.6207
1362.6429;11.5267;312.0272
1363.1429;11.5556;311.6669
1363.6429;11.5222;311.756
1364.1429;11.5891;311.7947
1364.6429;11.5253;311.7267
1365.1429;11.5717;311.8644
1365.6429;11.5397;311.6459
1366.1429;11.5767;312.1613
1366.6429;11.54;311.7511
1367.1429;11.5539;312.1677
1367.6429;11.5615;311.6885
1368.1429;11.5865;312.0541
1368.6429;11.6349;311.8793
1369.1429;11.6238;311.8881
1369.6429;11.6582;312.1191
1370.1429;11.6353;312.0023
1370.6429;11.6948;312.2773
1371.1429;11.6365;312.0266
1371.6429;11.6862;312.3417
1372.1429;11.7196;312.1283
1372.6429;11.6764;312.258
1373.1429;11.7337;311.9015
1373.6429;11.7493;312.1037
1374.1429;11.7693;311.9845
1374.6429;11.7449;312.368
1375.1429;11.8002;312.1399
1375.6429;11.7852;312.2786
1376.1429;11.8099;312.368
1376.6429;11.7978;312.2012
1377.1429;11.8338;312.6377
1377.6429;11.8355;312.1575
1378.1429;11.7956;312.6025
1378.6429;11.8759;312.063
1379.1429;11.8729;312.6714
1379.6429;11.9222;312.3119
1380.1429;11.9081;312.84
1380.6429;11.92;312.5526
1381.1429;11.9244;312.6306
1381.6429;11.9338;312.9107
1382.1429;11.9193;312.7091
1382.6429;11.9351;313.1474
1383.1429;11.9319;312.6467
1383.6429;11.9626;313.3049
1384.1429;11.9963;313.0167
1384.6429;12.022;313.3253
1385.1429;12.0159;313.1405
1385.6429;12.0583;313.1608
1386.1429;12.0069;313.1861
1386.6429;12.1095;313.179
1387.1429;12.0344;313.2055
1387.6429;12.088;313.4045
1388.1429;12.055;313.2348
1388.6429;12.0709;313.4799
1389.1429;12.0763;313.3095
1389.6429;12.1206;313.6613
1390.1429;12.1638;313.3782
1390.6429;12.1563;313.6534
1391.1429;12.242;313.5652
1391.6429;12.172;313.7051
1392.1429;12.3272;313.7113
1392.6429;12.2435;313.7549
1393.1429;12.2562;313.929
1393.6429;12.2867;314.0136
1394.1429;12.3347;314.2034
1394.6429;12.3817;314.2878
1395.1429;12.3964;314.5367
1395.6429;12.4456;314.7117
1396.1429;12.453;314.8063
1396.6429;12.4893;314.8933
1397.1429;12.4629;314.9299
1397.6429;12.4725;314.8824
1398.1429;12.4845;314.8342
1398.6429;12.5365;315.1101
1399.1429;12.5178;314.977
1399.6429;12.5641;315.2204
1400.1429;12.578;315.3557
1400.6429;12.6189;315.4579
1401.1429;12.6154;315.5223
1401.6429;12.6514;315.618
1402.1429;12.6838;315.7123
1402.6429;12.6723;315.6328
1403.1429;12.6933;315.7566
1403.6429;12.7023;315.7807
1404.1429;12.6827;315.8797
1404.6429;12.7281;316.064
1405.1429;12.772;316.2732
1405.6429;12.7654;316.2107
1406.1429;12.7728;316.218
1406.6429;12.7342;316.1898
1407.1429;12.7884;316.124
1407.6429;12.786;316.1752
1408.1429;12.7939;316.2255
1408.6429;12.8032;316.3241
1409.1429;12.8164;316.4221
1409.6429;12.8329;316.4061
1410.1429;12.8442;316.5118
1410.6429;12.851;316.49
1411.1429;12.8617;316.3797
1411.6429;12.8698;316.4789
1412.1429;12.9176;316.6881
1412.6429;12.9092;316.6706
1413.1429;12.9323;316.662
1413.6429;12.9604;316.9129
1414.1429;12.9841;316.9171
1414.6429;12.9757;316.8819
1415.1429;12.9733;316.898
1415.6429;13.0166;316.9885
1416.1429;13.0214;316.9921
1416.6429;13.0272;317.0815
1417.1429;13.0079;317.0215
1417.6429;13.0348;317.0469
1418.1429;13.0478;317.0864
1418.6429;13.0152;317.1127
1419.1429;13.0399;317.2453
1419.6429;13.0259;317.2578
1420.1429;13.0537;317.2598
1420.6429;13.0733;317.4915
1421.1429;13.0593;317.4051
1421.6429;13.0981;317.5067
1422.1429;13.0914;317.5127
1422.6429;13.0865;317.5466
1423.1429;13.0919;317.5923
1423.6429;13.1085;317.6851
1424.1429;13.1187;317.6885
1424.6429;13.0998;317.7628
1425.1429;13.1229;317.7634
1425.6429;13.1468;317.8269
1426.1429;13.1287;317.813
1426.6429;13.1582;317.9539
1427.1429;13.1368;317.8748
1427.6429;13.1759;317.8767
1428.1429;13.1598;318.0469
1428.6429;13.1848;318.049
1429.1429;13.1672;318.0309
1429.6429;13.1888;318.0899
1430.1429;13.1855;318.1121
1430.6429;13.1742;318.118
1431.1429;13.1609;318.1668
1431.6429;13.2008;318.2391
1432.1429;13.1915;318.2646
1432.6429;13.1911;318.2047
1433.1429;13.2014;318.2106
1433.6429;13.2145;318.268
1434.1429;13.2112;318.3007
1434.6429;13.2228;318.1293
1435.1429;13.2106;318.2144
1435.6429;13.2124;318.0707
1436.1429;13.2139;318.0468
1436.6429;13.1963;317.9774
1437.1429;13.1936;317.9012
1437.6429;13.1985;317.9244
1438.1429;13.2129;317.95
1438.6429;13.2132;317.8916
1439.1429;13.2295;317.8923
1439.6429;13.2513;317.9108
1440.1429;13.2794;317.9348
1440.6429;13.3238;317.9853
1441.1429;13.3252;317.9091
1441.6429;13.3354;318.0237
1442.1429;13.2614;317.8417
1442.6429;13.2916;317.8973
1443.1429;13.3598;317.9167
1443.6429;13.3654;317.7616
1444.1429;13.3679;317.849
1444.6429;13.4131;317.9193
1445.1429;13.3906;317.9721
1445.6429;13.3902;317.8005
1446.1429;13.3582;317.6633
1446.6429;13.3583;317.6635
1447.1429;13.2871;317.6692
1447.6429;13.2951;317.6283
1448.1429;13.3261;317.5991
1448.6429;13.3626;317.5764
1449.1429;13.3618;317.5749
1449.6429;13.3013;317.6391
1450.1429;13.3257;317.591
1450.6429;13.3236;317.5975
1451.1429;13.2912;317.6303
1451.6429;13.3236;317.6061
1452.1429;13.3668;317.6632
1452.6429;13.4002;317.6827
1453.1429;13.4237;317.5813
1453.6429;13.4243;317.4929
1454.1429;13.4291;317.5172
1454.6429;13.4383;317.6784
1455.1429;13.4343;317.6333
1455.6429;13.4174;317.7122
1456.1429;13.4704;317.843
1456.6429;13.4598;317.8789
1457.1429;13.498;317.921
1457.6429;13.4726;317.8542
1458.1429;13.4667;317.7825
1458.6429;13.4608;317.577
1459.1429;13.4511;317.6648
1459.6429;13.3875;317.5877
1460.1429;13.3427;317.5863
1460.6429;13.3327;317.8454
1461.1429;13.3543;317.7505
1461.6429;13.3965;317.7448
1462.1429;13.3899;317.6609
1462.6429;13.364;317.6865
1463.1429;13.3431;317.6574
1463.6429;13.3351;317.5207
1464.1429;13.3807;317.5877
1464.6429;13.4301;317.6432
1465.1429;13.4193;317.6426
1465.6429;13.446;317.6826
1466.1429;13.4269;317.596
1466.6429;13.4468;317.6589
1467.1429;13.4319;317.6461
1467.6429;13.4265;317.6378
1468.1429;13.3947;317.6057
1468.6429;13.377;317.521
1469.1429;13.384;317.5746
1469.6429;13.3912;317.5656
1470.1429;13.4214;317.5104
1470.6429;13.4171;317.3359
1471.1429;13.4533;317.5818
1471.6429;13.4548;317.4385
1472.1429;13.463;317.5352
1472.6429;13.483;317.4677
1473.1429;13.4514;317.4659
1473.6429;13.4858;317.467
1474.1429;13.5452;317.4839
1474.6429;13.4916;317.4914
1475.1429;13.4925;317.594
1475.6429;13.4883;317.6449
1476.1429;13.4457;317.4967
1476.6429;13.4327;317.538
1477.1429;13.4517;317.5548
1477.6429;13.4109;317.5303
1478.1429;13.3922;317.5977
1478.6429;13.4095;317.6605
1479.1429;13.348;317.6928
1479.6429;13.3425;317.7665
1480.1429;13.3495;317.8801
1480.6429;13.325;317.8662
1481.1429;13.3189;317.9095
1481.6429;13.3066;317.918
1482.1429;13.2586;317.8284
1482.6429;13.2591;317.7741
1483.1429;13.2784;317.886
1483.6429;13.2659;317.8688
1484.1429;13.2866;317.8682
1484.6429;13.2347;317.7391
1485.1429;13.2635;317.8652
1485.6429;13.2901;318.0438
1486.1429;13.3066;317.8237
1486.6429;13.3058;317.9373
1487.1429;13.3147;317.82
1487.6429;13.3365;317.9438
1488.1429;13.3901;317.631
1488.6429;13.3593;317.6958
1489.1429;13.3748;317.7193
1489.6429;13.3729;317.7096
1490.1429;13.3729;317.7423
1490.6429;13.4134;317.7561
1491.1429;13.3842;317.7242
1491.6429;13.3731;317.7947
1492.1429;13.3783;317.7589
1492.6429;13.3417;317.8094
1493.1429;13.3672;317.7364
1493.6429;13.4114;317.5335
1494.1429;13.3771;317.7257
1494.6429;13.3882;317.7232
1495.1429;13.4105;317.5714
1495.6429;13.4542;317.6198
1496.1429;13.4369;317.4091
1496.6429;13.4526;317.4282
1497.1429;13.5168;317.5279
1497.6429;13.525;317.4245
1498.1429;13.5479;317.1741
1498.6429;13.5456;317.3259
1499.1429;13.5859;317.266
1499.6429;13.5739;317.1781
1500.1429;13.5608;317.2508
1500.6429;13.5939;317.2415
1501.1429;13.5936;317.0926
1501.6429;13.5982;317.1108
1502.1429;13.663;317.0423
1502.6429;13.6613;317.0309
1503.1429;13.6636;317.0294
1503.6429;13.6597;317.0319
1504.1429;13.6613;316.9541
1504.6429;13.6378;316.9116
1505.1429;13.6541;316.868
1505.6429;13.6799;316.8166
1506.1429;13.7339;316.839
1506.6429;13.7655;316.7426
1507.1429;13.7997;316.8592
1507.6429;13.8345;316.9274
1508.1429;13.834;316.9207
1508.6429;13.8756;316.8568
1509.1429;13.834;316.9603
1509.6429;13.9091;316.9595
1510.1429;13.8688;316.931
1510.6429;13.851;316.9443
1511.1429;13.8998;316.9743
1511.6429;13.9416;316.9761
1512.1429;13.9296;316.9979
1512.6429;13.8824;316.8888
1513.1429;13.8735;316.8104
1513.6429;13.886;316.7904
1514.1429;13.8527;316.6663
1514.6429;13.87;316.6438
1515.1429;13.8434;316.4202
1515.6429;13.867;316.4606
1516.1429;13.8311;316.2614
1516.6429;13.859;316.2212
1517.1429;13.9178;316.2545
1517.6429;13.8933;316.2706
1518.1429;13.8633;316.0685
1518.6429;13.9262;316.1702
1519.1429;13.9561;316.2209
1519.6429;14.0103;316.2718
1520.1429;14.0104;316.2336
1520.6429;13.9774;316.2165
1521.1429;13.9745;316.0549
1521.6429;13.9732;316.024
1522.1429;13.9481;315.9815
1522.6429;13.951;315.8844
1523.1429;13.9821;315.8524
1523.6429;13.9572;315.6933
1524.1429;13.9792;315.6916
1524.6429;13.9513;315.528
1525.1429;13.9918;315.4664
1525.6429;13.9769;315.4169
1526.1429;13.8939;315.1411
1526.6429;13.9002;315.2256
1527.1429;13.9487;315.2572
1527.6429;14.0239;315.3607
1528.1429;14.049;315.3728
1528.6429;14.0405;315.2025
1529.1429;14.058;315.1266
1529.6429;14.0321;315.0596
1530.1429;14.0474;315.0911
1530.6429;14.0774;315.1265
1531.1429;14.0921;315.1986
1531.6429;14.0702;315.0801
1532.1429;14.0649;315.0773
1532.6429;14.0567;315.0748
1533.1429;14.053;315.0842
1533.6429;14.0444;314.9378
1534.1429;14.0297;314.8516
1534.6429;14.0791;314.6734
1535.1429;14.0593;314.6729
1535.6429;14.0461;314.7124
1536.1429;14.1337;314.7341
1536.6429;14.0767;314.551
1537.1429;14.0311;314.3593
1537.6429;14.0548;314.3206
1538.1429;14.0615;314.3167
1538.6429;14.086;314.3356
1539.1429;14.0892;314.2727
1539.6429;14.1424;314.2636
1540.1429;14.1563;314.1684
1540.6429;14.1831;314.0992
1541.1429;14.1997;314.2595
1541.6429;14.1848;314.3695
1542.1429;14.1608;314.2644
1542.6429;14.1585;314.2372
1543.1429;14.1801;314.2695
1543.6429;14.2178;314.2585
1544.1429;14.2188;314.0531
1544.6429;14.2383;314.2828
1545.1429;14.2239;314.3422
1545.6429;14.3088;314.3232
1546.1429;14.31;314.1876
1546.6429;14.2844;314.2517
1547.1429;14.312;314.1063
1547.6429;14.3034;314.2174
1548.1429;14.316;314.1203
1548.6429;14.3565;314.1036
1549.1429;14.3847;314.2582
1549.6429;14.4108;314.1435
1550.1429;14.396;313.6519
1550.6429;14.425;314.2398
1551.1429;14.4612;314.0581
1551.6429;14.4982;314.1624
1552.1429;14.4899;314.1527
1552.6429;14.4931;314.0681
1553.1429;14.5208;314.0217
1553.6429;14.521;314.0156
1554.1429;14.5471;314.1011
1554.6429;14.6079;314.1256
1555.1429;14.5591;314.091
1555.6429;14.5817;314.148
1556.1429;14.589;313.9457
1556.6429;14.5888;313.9989
1557.1429;14.5926;313.9689
1557.6429;14.6232;313.9643
1558.1429;14.6335;313.8729
1558.6429;14.6362;313.9812
1559.1429;14.6937;313.9822
1559.6429;14.6938;313.9353
1560.1429;14.74;313.943
1560.6429;14.7646;313.9469
1561.1429;14.7631;313.8608
1561.6429;14.7944;313.7717
1562.1429;14.8083;313.7772
1562.6429;14.7936;313.7572
1563.1429;14.7965;313.6621
1563.6429;14.8233;313.6292
1564.1429;14.8327;313.5638
1564.6429;14.8377;313.4879
1565.1429;14.8698;313.419
1565.6429;14.8171;313.3801
1566.1429;14.7915;313.2648
1566.6429;14.8055;313.3474
1567.1429;14.7431;313.3193
1567.6429;14.7543;313.2858
1568.1429;14.7967;313.2823
1568.6429;14.8524;313.1503
1569.1429;14.8932;313.1794
1569.6429;14.8407;312.8207
1570.1429;14.859;312.867
1570.6429;14.8685;312.8606
1571.1429;14.9064;312.7948
1571.6429;14.9136;312.646
1572.1429;14.9302;312.6891
1572.6429;14.9827;312.8292
1573.1429;14.9435;312.8113
1573.6429;14.9594;312.7769
1574.1429;14.9245;312.7633
1574.6429;14.8607;312.7602
1575.1429;14.8423;312.8576
1575.6429;14.855;312.8881
1576.1429;14.8904;312.9232
1576.6429;14.8937;312.9161
1577.1429;14.8963;312.9752
1577.6429;14.8824;312.9637
1578.1429;14.873;312.8926
1578.6429;14.8467;312.9885
1579.1429;14.8147;312.9971
1579.6429;14.8803;312.8349
1580.1429;14.9023;312.7849
1580.6429;14.8909;312.7834
1581.1429;14.9028;312.819
1581.6429;14.8891;312.6713
1582.1429;14.9022;312.6624
1582.6429;14.8856;312.704
1583.1429;14.8991;312.6457
1583.6429;14.8712;312.6069
1584.1429;14.8862;312.6385
1584.6429;14.9114;312.5697
1585.1429;14.9653;312.4886
1585.6429;14.981;312.4094
1586.1429;14.9961;312.3922
1586.6429;14.9771;312.2998
1587.1429;14.991;312.206
1587.6429;14.9793;312.2701
1588.1429;15.003;312.0929
1588.6429;15.0066;312.2623
1589.1429;14.9697;312.1064
1589.6429;14.9838;312.2115
1590.1429;14.9772;312.1414
1590.6429;14.9752;312.1169
1591.1429;14.9944;312.2161
1591.6429;14.9787;312.0862
1592.1429;14.9569;312.1361
1592.6429;14.9606;312.1525
1593.1429;14.9516;312.1126
1593.6429;14.9634;312.2789
1594.1429;14.9852;312.3221
1594.6429;14.9836;312.4647
1595.1429;15.0291;312.2867
1595.6429;15.0889;312.4447
1596.1429;15.0497;312.3136
1596.6429;15.0051;312.432
1597.1429;15.0161;312.3058
1597.6429;14.933;312.2318
1598.1429;14.8867;312.3142
